Organization_A,Organization_B,Initiative_A,Initiative_B,Similarity_Score,Cluster_A,Cluster_B,Same_Cluster
José Luis Rajab_1,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20571405,4,2,False
José Luis Rajab,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20571405,4,2,False
Anonymous_11,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20505893,4,2,False
Esteban Carlos Borzino,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20503677,4,0,False
Anonymous_9,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.204547,4,0,False
Juan Bartolomé García Martínez,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20421657,3,2,False
Kansaneläkelaitos Kela,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20419882,0,2,False
Esteban Carlos Borzino,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20411606,4,2,False
bert hubert,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20406422,2,1,False
Anonymous_5,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20402288,2,3,False
Joni Suikeli,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20399886,0,2,False
Anonymous_6,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20389058,4,2,False
Anonymous_9,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20370339,4,2,False
David Van Geert,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.2033389,2,3,False
Andre REBENTISCH,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20268239,2,0,False
Anonymous_1,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20252049,4,1,False
Joni Suikeli,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20241098,0,2,False
bert hubert,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20197882,2,2,True
Anonymous_10,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.2019333,5,4,False
David Van Geert,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20185184,2,4,False
David Van Geert,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20185184,2,4,False
Gabriele De Giorgi,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20163304,2,2,True
Esteban Carlos Borzino,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.2012665,4,3,False
Anonymous_3,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20113957,2,0,False
bert hubert,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20113918,2,3,False
Juan Bartolomé García Martínez,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20112944,3,0,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20068845,1,2,False
ECOLAB,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20029967,2,0,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20022142,3,3,True
Fraunhofer IAO,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.20012045,5,1,False
Instituto Nacional de Administração IP Portugal,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19972844,3,3,True
Anonymous_4,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19956204,4,3,False
Anonymous_11,F Hanna Campbell,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19955803,4,3,False
Gabriele De Giorgi,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1995416,2,3,False
Francisco José Viturro Barreiro,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19952092,4,3,False
Anonymous_8,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19937359,0,4,False
Anonymous_8,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19937359,0,4,False
Kai Wellmann,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19900203,0,2,False
Anonymous_10,Anonymous_7,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19864798,5,5,True
Davy Anthonissen,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19846345,2,3,False
Anonymous_10,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19802532,5,1,False
Anonymous_2,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1975101,5,1,False
Egmont - Royal Institute for International Relations,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19734298,3,0,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19724575,1,0,False
Ivana Nemčicová,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19710335,0,3,False
GROUPE VYV,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19681692,3,0,False
José Luis Rajab,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19659787,4,2,False
José Luis Rajab_1,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19659787,4,2,False
Ministry of the Economy Luxembourg,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19658014,3,3,True
Anonymous_10,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19649294,5,3,False
bert hubert,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19603448,2,3,False
CHEM Trust,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1959395,3,4,False
Anonymous_8,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19580567,0,3,False
Kai Wellmann,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1956038,0,1,False
Anonymous_1,GROUPE VYV,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19549978,4,3,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19548029,3,0,False
Anonymous_1,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19522251,4,2,False
Anonymous_1,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19515532,4,3,False
Anonymous_4,F Hanna Campbell,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19514349,4,3,False
José Luis Rajab,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1947005,4,3,False
José Luis Rajab_1,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1947005,4,3,False
Anonymous_9,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19467142,4,2,False
Juan Bartolomé García Martínez,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1942266,3,2,False
Francisco José Viturro Barreiro,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19382781,4,3,False
Association internationale Futuribles,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19358014,3,1,False
Anonymous_10,Davy Anthonissen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19351974,5,2,False
Maastricht School of Management,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1932652,2,2,True
David Van Geert,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19324566,2,3,False
Francisco José Viturro Barreiro,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19289184,4,2,False
Anonymous_10,Anonymous_3,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1927693,5,2,False
bert hubert,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19248407,2,3,False
Negar RIAHI,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19243369,3,3,True
Joni Suikeli,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19236006,0,2,False
Maastricht School of Management,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19228388,2,1,False
Ioannis Lamprou,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19223216,3,3,True
AMALIA MARIA KOUTSOGIANNI,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1916934,1,2,False
Antonio Mincarini,EUPHA European Public Health Association,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19135728,4,3,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19127214,3,3,True
Philea,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19108224,3,1,False
Anonymous_1,Bankenverband,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19070645,4,3,False
CHEM Trust,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19055656,3,0,False
Anonymous_4,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19033816,4,1,False
Kai Wellmann,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19027528,0,1,False
Kansaneläkelaitos Kela,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19010407,0,2,False
CHEM Trust,Francisco José Viturro Barreiro,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.19006002,3,4,False
Ivana Nemčicová,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18981047,0,3,False
Francisco José Viturro Barreiro,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18958601,4,1,False
Anonymous_6,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18892801,4,3,False
Anonymous_10,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18835047,5,2,False
AMALIA MARIA KOUTSOGIANNI,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18822545,1,4,False
Anonymous_9,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18793873,4,2,False
Anonymous_6,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18776684,4,2,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18767738,3,1,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18763927,3,3,True
Fraunhofer IAO,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18755642,5,2,False
Maria Lindqvist,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18743743,2,3,False
Esteban Carlos Borzino,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18707015,4,2,False
Bankenverband,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18704046,3,0,False
Juan Bartolomé García Martínez,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18692854,3,3,True
Anonymous_4,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1865778,4,3,False
Instituto Nacional de Administração IP Portugal,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18645585,3,0,False
Fraunhofer IAO,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18642595,5,2,False
Andre REBENTISCH,Anonymous_11,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1864053,2,4,False
bert hubert,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.185751,2,0,False
Anonymous_3,Anonymous_6,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18566713,2,4,False
Esteban Carlos Borzino,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18524145,4,2,False
Gaël QUEINNEC,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18506771,4,2,False
Anonymous_5,Anonymous_8,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18502651,2,0,False
Anonymous_4,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.184959,4,2,False
Andre REBENTISCH,Anonymous_8,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18458536,2,0,False
Anonymous_6,ECOLAB,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18446186,4,2,False
Anonymous_4,CHEM Trust,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18437771,4,3,False
Esteban Carlos Borzino,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18435189,4,1,False
Kai Wellmann,Xylem,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18420014,0,2,False
Juan Bartolomé García Martínez,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18388432,3,2,False
Anonymous_6,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18354532,4,2,False
Adrien Cadiot EI,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1835362,1,3,False
Anonymous_1,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18325123,4,2,False
Anonymous_6,David Van Geert,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18315859,4,2,False
Joni Suikeli,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1830028,0,1,False
Anonymous,Anonymous_6,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18300053,1,4,False
Antonio Mincarini,ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18255238,4,3,False
Gabriele De Giorgi,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18255177,2,0,False
Anonymous_10,Egmont - Royal Institute for International Relations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18195608,5,3,False
David Van Geert,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18178299,2,0,False
Anonymous_6,Kevin Bradley,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18160214,4,2,False
Kai Wellmann,NA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18154046,0,1,False
Anonymous_8,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18150564,0,1,False
Anonymous_9,Davy Anthonissen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18129452,4,2,False
Kansaneläkelaitos Kela,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18128823,0,1,False
Anonymous_6,SUEZ,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18097812,4,2,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18081546,1,4,False
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18081546,1,4,False
Anonymous_3,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18079203,2,0,False
Anonymous_10,Anonymous_5,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18054932,5,2,False
bert hubert,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18050489,2,3,False
Anonymous_8,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18043476,0,3,False
Anonymous,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18032664,1,4,False
Anonymous_10,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18032646,5,1,False
Joni Suikeli,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18024103,0,2,False
EU-LIFE - Alliance of Independent Research Institutes in the Life Sciences in Europe,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.18014313,3,0,False
Anonymous_10,Ivana Nemčicová,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1797488,5,0,False
Melanoma Patient Network Europe,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17956306,1,3,False
Fraunhofer IAO,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17941593,5,3,False
Anonymous_10,Gaël QUEINNEC,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17940107,5,4,False
ECOLAB,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17934377,2,4,False
Anonymous_5,Anonymous_6,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17926405,2,4,False
Fraunhofer IAO,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17921627,5,1,False
Francisco José Viturro Barreiro,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17912209,4,3,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Gabriele De Giorgi,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17892542,3,2,False
Anonymous_1,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17890552,4,1,False
Matthew Spaniol,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17789127,1,1,True
TES,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1777958,3,2,False
CHEM Trust,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1777622,3,3,True
Kai Wellmann,Kieran DALTON,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17749663,0,2,False
Kansaneläkelaitos Kela,Maria Lindqvist,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17742746,0,2,False
Anonymous_5,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17735428,2,3,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,bert hubert,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17716107,3,2,False
Matthew Spaniol,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17712712,1,2,False
José Luis Rajab,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17696968,4,3,False
José Luis Rajab_1,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17696968,4,3,False
Davy Anthonissen,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17602098,2,3,False
Anonymous_9,Melanoma Patient Network Europe,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17563304,4,1,False
Anonymous_11,Nicolas Overloop_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17541929,4,2,False
Melanoma Patient Network Europe,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17456925,1,3,False
José Luis Rajab_1,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17436983,4,1,False
José Luis Rajab,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17436983,4,1,False
ASOCIACION INDUSTRIAL DE CANARIAS ASINCA,Matthew Spaniol,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17389461,3,1,False
Kansaneläkelaitos Kela,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17362258,0,1,False
Anonymous_6,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17358595,4,3,False
Anonymous_10,Ioannis Lamprou,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17346641,5,3,False
Davy Anthonissen,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17179576,2,0,False
ECOLAB,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17161241,2,0,False
Anonymous_1,Ministry of the Economy Luxembourg,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17151706,4,3,False
Anonymous_10,FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17096022,5,1,False
Maastricht School of Management,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17062274,2,3,False
Juan Bartolomé García Martínez,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1703699,3,3,True
FutuRes Towards a Resilient Future of Europe Horizon Europe funded project,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17034751,1,3,False
Anonymous_11,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.17007941,4,3,False
Anonymous_7,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16985144,5,3,False
Esteban Carlos Borzino,F Hanna Campbell,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16965738,4,3,False
Anonymous,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16949216,1,0,False
Anonymous_2,Anonymous_7,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1690706,5,5,True
Esteban Carlos Borzino,Instituto Nacional de Administração IP Portugal,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1690201,4,3,False
Joni Suikeli,Sanja Terlevic,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16888006,0,2,False
Kansaneläkelaitos Kela,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16853508,0,3,False
Esteban Carlos Borzino,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16814213,4,3,False
Antonio Mincarini,Esteban Carlos Borzino,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16782135,4,4,True
Joni Suikeli,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16735703,0,2,False
Esteban Carlos Borzino,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16726746,4,3,False
Gaël QUEINNEC,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16715623,4,3,False
Nicolas Overloop_1,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16694017,2,1,False
Esteban Carlos Borzino,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16663755,4,1,False
Fraunhofer IAO,Special Secretariat of Foresight,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16548382,5,1,False
Gabriele De Giorgi,Maastricht School of Management,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16519643,2,2,True
Esteban Carlos Borzino,UAP Coalition Netherlands,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16467026,4,3,False
José Luis Rajab,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16462845,4,3,False
José Luis Rajab_1,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16462845,4,3,False
Joni Suikeli,ZOE Institute for Future-fit Economies,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16460633,0,1,False
Anonymous_6,Joni Suikeli,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.164415,4,0,False
Anonymous_10,TNO Vector,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16432685,5,3,False
Esteban Carlos Borzino,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1637445,4,3,False
Esteban Carlos Borzino,EuroStack Project,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16311897,4,3,False
Anonymous_11,The Centre for Future Generations,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16308497,4,3,False
Anonymous_10,Anonymous_2,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16299397,5,5,True
Antonio Mincarini,Davy Anthonissen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16241626,4,2,False
Anonymous_3,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16239749,2,3,False
Agroecology Europe,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16221693,3,0,False
F Hanna Campbell,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16164118,3,3,True
Anonymous_7,Fraunhofer IAO,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16107598,5,5,True
Anonymous_11,TES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16040485,4,3,False
Anonymous_2,University of Bergen,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.16034132,5,2,False
GROUPE VYV,Negar RIAHI,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15964063,3,3,True
Kai Wellmann,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15901576,0,0,True
Antonio Mincarini,Transfer Pricing Services SRL,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15892652,4,1,False
Anonymous_9,Philea,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15875934,4,3,False
Anonymous_1,VLAD HERES,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15860903,4,2,False
Kai Wellmann,Nicolas Overloop,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1584936,0,2,False
bert hubert,José Luis Rajab,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15808757,2,4,False
bert hubert,José Luis Rajab_1,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15808757,2,4,False
F Hanna Campbell,Kai Wellmann,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15802784,3,0,False
Nicolas Overloop_1,Simon Önnered,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15797603,2,3,False
Negar RIAHI,UNESPA,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.1578922,3,3,True
Antonio Mincarini,Office of the Government and Government of the Republic of Lithuania and Strategic Analysis Center S,2025 Strategic Foresight Report,2025 Strategic Foresight Report,0.15780514,4,1,False
