CFG_Submission,CFG_Initiative,CFG_Cluster,Compared_Organization,Compared_Initiative,Compared_Cluster,Similarity_Score,Same_Cluster
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,UPVEHU,Evaluation and Revision of the Chips Act Chips Act 20,5,0.29160934686660767,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,The Good Lobby HUB Spain,Evaluation and Revision of the Chips Act Chips Act 20,4,0.29157230257987976,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,KTH Royal Institute of Technology,Evaluation and Revision of the Chips Act Chips Act 20,3,0.29136526584625244,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,KU Leuven,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2913288474082947,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,DSI Aerospace GmbH,Evaluation and Revision of the Chips Act Chips Act 20,7,0.29031094908714294,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Information et défense des consommateurs salariés  Confédération générale du travail,Evaluation and Revision of the Chips Act Chips Act 20,9,0.2902269959449768,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,qurv,Evaluation and Revision of the Chips Act Chips Act 20,5,0.28979557752609253,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Cimulec Group,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2889869809150696,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Ivana Nemčicová,2025 Strategic Foresight Report,1,0.2888951003551483,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Logiicdev GmbH_1,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2887781262397766,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,TNO,Evaluation and Revision of the Chips Act Chips Act 20,0,0.28865841031074524,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,SEMI Europe,Evaluation and Revision of the Chips Act Chips Act 20,3,0.28863611817359924,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,German Association of the Automotive Industry VDA,Evaluation and Revision of the Chips Act Chips Act 20,3,0.28857022523880005,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,MICROLA OPTOELECTRONICS SRL,Evaluation and Revision of the Chips Act Chips Act 20,9,0.28854238986968994,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,European Space Agency,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2881666421890259,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,KU Leuven,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2879583537578583,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CSEM,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2875465154647827,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Wacker Chemie AG,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2858610153198242,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Dublin City University,Evaluation and Revision of the Chips Act Chips Act 20,0,0.28581610321998596,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Universidad Politecnica Madrid,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2851238250732422,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Forschungszentrum Jülich GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2848791182041168,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Didier Theron,Evaluation and Revision of the Chips Act Chips Act 20,0,0.28480902314186096,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Fraunhofer IZM,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2844613194465637,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Fraunhofer IAO,2025 Strategic Foresight Report,5,0.2842414975166321,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Forschungszentrum Jülich GmbH,Evaluation and Revision of the Chips Act Chips Act 20,5,0.283823162317276,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Jochen LANGHEIM,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2831341028213501,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_2,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2830689549446106,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CEA,Evaluation and Revision of the Chips Act Chips Act 20,9,0.28285402059555054,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Extremadura,Evaluation and Revision of the Chips Act Chips Act 20,0,0.28245389461517334,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Matthew Spaniol,2025 Strategic Foresight Report,4,0.2824425995349884,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Negar RIAHI,2025 Strategic Foresight Report,4,0.2823813259601593,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Fachverband Elektronikdesign und -fertigung e V,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2821282148361206,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,KDPOF,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2820039987564087,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,VDMA eV,Evaluation and Revision of the Chips Act Chips Act 20,3,0.28193405270576477,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,TNO Vector,2025 Strategic Foresight Report,6,0.28150874376296997,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,SPARC FOUNDRY,Evaluation and Revision of the Chips Act Chips Act 20,9,0.28149405121803284,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,AstroLife Universe is a European strategic project officially validated by national authorities Spai,Evaluation and Revision of the Chips Act Chips Act 20,8,0.28149160742759705,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,SLICE Semiconductor,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2809225022792816,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,TNO Vector,2025 Strategic Foresight Report,6,0.2803911566734314,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,SPES project - Sustainabilty Performances Evidence and Scenarios,2025 Strategic Foresight Report,10,0.2802680730819702,True
The Centre for Future Generations,2025 Strategic Foresight Report,4,SK-CHIPS,Evaluation and Revision of the Chips Act Chips Act 20,0,0.280116468667984,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Europe India Centre for Business and Industry OU,Evaluation and Revision of the Chips Act Chips Act 20,7,0.27934709191322327,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Centre for a Digital Society at the Robert Schuman Centre for Advanced Studies European University I,Evaluation and Revision of the Chips Act Chips Act 20,3,0.27911198139190674,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Heidelberg University,Evaluation and Revision of the Chips Act Chips Act 20,0,0.27830401062965393,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,ECOLAB,2025 Strategic Foresight Report,10,0.27800479531288147,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Bath_1,Evaluation and Revision of the Chips Act Chips Act 20,7,0.27779677510261536,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,1,0.2776130735874176,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Markus Weber,Evaluation and Revision of the Chips Act Chips Act 20,5,0.27721986174583435,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,AMALIA MARIA KOUTSOGIANNI,2025 Strategic Foresight Report,2,0.27661725878715515,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,University of Bergen,2025 Strategic Foresight Report,10,0.27651333808898926,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Politecnico di Torino,Evaluation and Revision of the Chips Act Chips Act 20,9,0.2763415277004242,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Davy Anthonissen,2025 Strategic Foresight Report,6,0.2760080099105835,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Bath_1,Evaluation and Revision of the Chips Act Chips Act 20,7,0.27527090907096863,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,MIDAS Ireland,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2744821012020111,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Logiicdev Gmbh,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2743755877017975,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Aerospace Valley,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2742748558521271,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Hellenic Emerging Technologies Industry Association - HETiA,Evaluation and Revision of the Chips Act Chips Act 20,5,0.274189829826355,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,AstroLife Universe is a European strategic project officially validated by national authorities Spai,Evaluation and Revision of the Chips Act Chips Act 20,8,0.27409589290618896,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_9,2025 Strategic Foresight Report,8,0.2740851938724518,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Catania - Italy,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2737780809402466,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Granada,Evaluation and Revision of the Chips Act Chips Act 20,5,0.27348440885543823,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,University of Extremadura,Evaluation and Revision of the Chips Act Chips Act 20,0,0.27331244945526123,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Regione Piemonte,Evaluation and Revision of the Chips Act Chips Act 20,9,0.27297013998031616,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Svensk Elektronik - The Swedish Electronics Trade Association,Evaluation and Revision of the Chips Act Chips Act 20,3,0.27285271883010864,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Forschungszentrum Jülich GmbH_1,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2728380858898163,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,European Quantum Industry Consortium eV QuIC,Evaluation and Revision of the Chips Act Chips Act 20,4,0.2728021442890167,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_5,Evaluation and Revision of the Chips Act Chips Act 20,0,0.27172785997390747,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Anonymous_10,2025 Strategic Foresight Report,10,0.27163535356521606,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,FHNW,Evaluation and Revision of the Chips Act Chips Act 20,0,0.271313339471817,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Presto Engineering Group,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2713014781475067,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Didier Theron,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2709699869155884,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,ASP Equipment GmbH,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2707831561565399,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Ulm,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2701166272163391,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,KuasaSemi Ltd,Evaluation and Revision of the Chips Act Chips Act 20,5,0.26979130506515503,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,SUEZ,2025 Strategic Foresight Report,10,0.26844358444213867,True
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Cologne Chip AG,Evaluation and Revision of the Chips Act Chips Act 20,7,0.268107533454895,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Katarzyna Kobylińska,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2670736312866211,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Bavarian Ministry of Economic Affairs Regional Development and Energy,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2669951319694519,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,ROMA Consulting and Coaching,Evaluation and Revision of the Chips Act Chips Act 20,5,0.26662296056747437,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CEA,Evaluation and Revision of the Chips Act Chips Act 20,9,0.2664605975151062,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Voxelsensors,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2664406895637512,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Philea,2025 Strategic Foresight Report,6,0.26606664061546326,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Air Liquide,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2660120129585266,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,DSI Aerospace GmbH,Evaluation and Revision of the Chips Act Chips Act 20,7,0.26579150557518005,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,FOSSi Foundation,Evaluation and Revision of the Chips Act Chips Act 20,7,0.26571381092071533,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Global Electronics Association,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2651130259037018,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Fraunhofer IAO,2025 Strategic Foresight Report,5,0.26445576548576355,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,PROTAVIC INTERNATIONAL,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2634095549583435,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,NANO-electronic - UiO,Evaluation and Revision of the Chips Act Chips Act 20,5,0.26296430826187134,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Istanbul Chamber of Commerce,Evaluation and Revision of the Chips Act Chips Act 20,7,0.262935608625412,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Nicolas Overloop,2025 Strategic Foresight Report,6,0.2629283666610718,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,The university of glasgow,Evaluation and Revision of the Chips Act Chips Act 20,0,0.262285053730011,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Adeon Technologies BV,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2616089880466461,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,WISE srl,Evaluation and Revision of the Chips Act Chips Act 20,7,0.26148468255996704,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,VLAD HERES,2025 Strategic Foresight Report,6,0.26012343168258667,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Aalto University,Evaluation and Revision of the Chips Act Chips Act 20,7,0.25959229469299316,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_8,2025 Strategic Foresight Report,1,0.25957727432250977,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Nicolas Overloop,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2595503032207489,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Eaton,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2592536509037018,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Gaël QUEINNEC,2025 Strategic Foresight Report,8,0.259145587682724,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Trinity College Dublin,Evaluation and Revision of the Chips Act Chips Act 20,0,0.25892549753189087,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,UNESPA,2025 Strategic Foresight Report,6,0.25825396180152893,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,CNES_1,Evaluation and Revision of the Chips Act Chips Act 20,7,0.25738757848739624,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,GdR SOC2 CNRS,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2564638555049896,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,FOSSi Foundation,Evaluation and Revision of the Chips Act Chips Act 20,7,0.25614550709724426,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Fraunhofer IPMS,Evaluation and Revision of the Chips Act Chips Act 20,3,0.255597323179245,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Gaël QUEINNEC,2025 Strategic Foresight Report,8,0.25489091873168945,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Michal Hrasna,Evaluation and Revision of the Chips Act Chips Act 20,1,0.2543359100818634,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,KSG GmbH,Evaluation and Revision of the Chips Act Chips Act 20,7,0.25315988063812256,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,AESEMI Asociacion Española de la Industria de Semiconductores,Evaluation and Revision of the Chips Act Chips Act 20,3,0.2525492310523987,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Nicolas Overloop,Evaluation and Revision of the Chips Act Chips Act 20,0,0.25214874744415283,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Transfer Pricing Services SRL,2025 Strategic Foresight Report,6,0.2521470785140991,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Juan Bartolomé García Martínez,2025 Strategic Foresight Report,10,0.2510162591934204,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,SENER Aeroespace  Defense TAFS,Evaluation and Revision of the Chips Act Chips Act 20,7,0.25098082423210144,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Lace Lithography AS,Evaluation and Revision of the Chips Act Chips Act 20,5,0.25083500146865845,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Heidelberg University_1,Evaluation and Revision of the Chips Act Chips Act 20,0,0.25073710083961487,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_3,2025 Strategic Foresight Report,6,0.25028756260871887,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_8,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2500181794166565,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Xylem,2025 Strategic Foresight Report,10,0.24980905652046204,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Melanoma Patient Network Europe,2025 Strategic Foresight Report,10,0.24948081374168396,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Semidynamics,Evaluation and Revision of the Chips Act Chips Act 20,0,0.24893340468406677,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Heidelberg University_1,Evaluation and Revision of the Chips Act Chips Act 20,0,0.24889442324638367,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Istanbul Chamber of Commerce,Evaluation and Revision of the Chips Act Chips Act 20,7,0.24866361916065216,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Voxelsensors,Evaluation and Revision of the Chips Act Chips Act 20,0,0.24843339622020721,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CSEM,Evaluation and Revision of the Chips Act Chips Act 20,0,0.2474232017993927,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Anonymous_8,Evaluation and Revision of the Chips Act Chips Act 20,7,0.24708791077136993,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Zeiss,Evaluation and Revision of the Chips Act Chips Act 20,0,0.24704140424728394,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,EUPHA European Public Health Association,2025 Strategic Foresight Report,4,0.2466335892677307,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,MdL Sächsischer Landtag Parlament des Freistaats Sachsen,Evaluation and Revision of the Chips Act Chips Act 20,9,0.2457791268825531,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_5,2025 Strategic Foresight Report,6,0.24560026824474335,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Aledia,Evaluation and Revision of the Chips Act Chips Act 20,5,0.24540197849273682,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Polar Light Technologies AB,Evaluation and Revision of the Chips Act Chips Act 20,5,0.24414916336536407,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_3,Evaluation and Revision of the Chips Act Chips Act 20,9,0.24412518739700317,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CCI Dresden,Evaluation and Revision of the Chips Act Chips Act 20,3,0.24408797919750214,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Wacker Chemie AG,Evaluation and Revision of the Chips Act Chips Act 20,7,0.24355880916118622,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Kansaneläkelaitos Kela,2025 Strategic Foresight Report,1,0.24283745884895325,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Photonics Finland,Evaluation and Revision of the Chips Act Chips Act 20,5,0.24254441261291504,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Andre REBENTISCH,2025 Strategic Foresight Report,6,0.24224288761615753,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,CNES,Evaluation and Revision of the Chips Act Chips Act 20,7,0.24221478402614594,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,ALMAE TECHNOLOGIES SAS,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2419532835483551,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Anonymous_7,Evaluation and Revision of the Chips Act Chips Act 20,9,0.24190029501914978,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Maastricht School of Management,2025 Strategic Foresight Report,6,0.24128097295761108,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Cologne Chip AG,Evaluation and Revision of the Chips Act Chips Act 20,7,0.2402380406856537,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Kai Schmitz,Evaluation and Revision of the Chips Act Chips Act 20,7,0.23988941311836243,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Openchip  SW Technologies,Evaluation and Revision of the Chips Act Chips Act 20,0,0.23986563086509705,False
Centre for Future Generations,Evaluation and Revision of the Chips Act Chips Act 20,3,Special Secretariat of Foresight,2025 Strategic Foresight Report,2,0.23948056995868683,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,UNESPA,2025 Strategic Foresight Report,6,0.23928603529930115,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,University of Catania - Italy,Evaluation and Revision of the Chips Act Chips Act 20,5,0.23924551904201508,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,MdL Sächsischer Landtag Parlament des Freistaats Sachsen,Evaluation and Revision of the Chips Act Chips Act 20,9,0.23766747117042542,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,FabCat,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2355916053056717,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,SNESE,Evaluation and Revision of the Chips Act Chips Act 20,9,0.23538359999656677,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Eindhoven University of Technology,Evaluation and Revision of the Chips Act Chips Act 20,5,0.23529115319252014,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,GROUP ACB,Evaluation and Revision of the Chips Act Chips Act 20,7,0.23241154849529266,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Leibniz University Hannover,Evaluation and Revision of the Chips Act Chips Act 20,5,0.23224422335624695,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Cistelaier SPA,Evaluation and Revision of the Chips Act Chips Act 20,7,0.23221483826637268,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,LIRMM - University of Montpellier,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2321174293756485,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Techno-Service SA,Evaluation and Revision of the Chips Act Chips Act 20,7,0.23145006597042084,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Nicolas Overloop_1,Evaluation and Revision of the Chips Act Chips Act 20,0,0.23032346367835999,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Leibniz-Institut für Kristallzüchtung,Evaluation and Revision of the Chips Act Chips Act 20,5,0.23018810153007507,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Flexiramics BV,Evaluation and Revision of the Chips Act Chips Act 20,5,0.2301015704870224,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Tim CUMMINS,Evaluation and Revision of the Chips Act Chips Act 20,0,0.23005536198616028,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,TEMATYS,Evaluation and Revision of the Chips Act Chips Act 20,5,0.23004305362701416,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,AFNUM,Evaluation and Revision of the Chips Act Chips Act 20,9,0.22974151372909546,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,ECOLAB,2025 Strategic Foresight Report,10,0.2296617031097412,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,NCAB GROUP AB,Evaluation and Revision of the Chips Act Chips Act 20,7,0.229498028755188,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Forschungszentrum Jülich GmbH_1,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22936666011810303,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Viscom SE,Evaluation and Revision of the Chips Act Chips Act 20,7,0.22932025790214539,False
The Centre for Future Generations,2025 Strategic Foresight Report,4,Leibniz University Hannover,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22874808311462402,False
CONNECT Research Ireland Centre for Future Networks,Evaluation and Revision of the Chips Act Chips Act 20,10,Marek Piechocinski,Evaluation and Revision of the Chips Act Chips Act 20,5,0.22856123745441437,False
